Description	Label
"Provides database design and management support for all GIS energy projects ranging from thousands to millions in revenue. Improved database application performance by monitoring and tuning databases to optimize storage and minimize server processing. Created, documented, and integrated GIS data models and data standards using the base APDM, PODS, and AETM. Successfully upgraded SQL Server, ArcSDE, and ArcLicense Manager Applications across multiple servers with minimal production impact. Tested, implemented, and supported database replication including both ArcSDE and SQL Server Replication types in an editing environment. Solved 85% of all ArcSDE related help desk tickets within a 24-48 hour time span. Documented GIS infrastructure information including server type, operating system, DBMS build, and GIS application build."	Database Administrator
"Design, develop and maintain automated tests; Run tests and record test results; Identify, reproduce and report defects; Verify defect fixes; Create and maintain test plans from requirements and design documents; Maintain other test documentation."	Quality Assurance
" Responsible for analysis of existing product and working to improve the performance of the product.  Analyze the new requirements for different modules, drawing out a plan for releases of the enhancement for the application requested by the customer and planning work for subsequent releases.  Develop and reuse components created using Adobe CQ.  Responsible for timely execution of HCL responsibilities with the desired level of quality.  Ensure good communication between teams within multiple projects.  Responsible to use performance tools to identify the performance and memory issues"	Technical Lead
"PM for technology upgradation project for US client LPS Inc. (www.lpsvcs.com). Dealt with client business team to collect requirements and developing proposed new architecture, construct applications proto type & database design by teaming up with client Enterprise Architect Team for rebuilding Core business applications to transform LPS operations, and supports growth areas to gain efficiencies to better serve clients."	Manager
"1) Responsible for solution architecture, design, development, and code review. 2) Interacting with business to understand the business requirement and ensure the team has clear knowledge of the requirement 3) Responsible for project timelines by ensuring the project is per estimated plan."	Technical Lead
Senior JAVA developer	Software Engineer
"Involved in the preparation of Test Plan, Test Estimation and Exit report. Assigned and coordinated work from offshore. Prepared status summary reports with details of executed, passed and failed test cases on daily and weekly basis. Test case preparation with 100% test coverage. Conducted Knowledge sharing sessions to the new members joined offshore team Actively participated in analyzing defects with the onsite team. Responsible for the preparing and maintaining artifacts like Understanding documents, Defect/Clarification Tracker, Test scripts and Execution of Test cases. Involved in different kinds of testing like Functional, Regression and UAT testing."	Quality Assurance
"1) Jun-2014 Feb-2017, Consultant-SAP, HCL Axon, Noida i) Client : Fonterra (New Zealand) Role : Team Lead Project Duration : From Aug-2016 Feb-2017 (Offshore) Project Category : Implementation/Support, SAP Module (HCM, SD, MM) Environment : SAP ECC 6.0 Responsibilities:  Designed & Developed custom webdynpro application for Position/Organization create, maintain, Delimit & Copy using FPM OVP GUIBB.  Designed & developed custom webdynpro application for Customer Extension & Account management using FPM OVP GUIBB.  Developed enterprise proxy for transferring Purchase Order details to another system.  Leading a portal migration project technical team managing and training resources on FPM GUIBB technology.  Preparation of Technical specification, TS Checklist & Code Review Checklist documents."	Technical Lead
"Configure, maintain, and install new workstations, laptops, and servers Troubleshoot system and network related problems Support internal users, systems, software, and hardware Administer NT \ Windows 2000 Systems Develop and maintain Backup and Disaster Recovery Strategy Purchase new equipment and software Maintain software and hardware inventory Administer and maintain phone system Design and develop the Web site Training and teaching the students of Microsoft Office software"	Software Engineer
"Establish the needs of users; Plan dataflows for a new or revised database; Map out the 'conceptual design' for a planned database in outline; Consider both 'back end' organisation of data and 'front end' accessibility for end users; Refine the 'logical design' so that it can be translated into a specific data model; Further refine the 'physical design' to meet system storage requirements; Test new systems; Maintain data standards, including adherence to the Data Protection Act; Write database documentation, including data standards, procedures and definitions for the data dictionary ('metadata'); Controll access permissions and privileges; Train users; Meet users' access requirements and resolve their problems; Ensure that storage, archiving, backup and recovery procedures are functioning correctly; Be responsible for capacity planning; Work closely with IT project managers, database programmers and web developers; Provide technical support for outdated 'legacy' systems; Communicate regularly with technical, applications, and operational staff, to ensure the database integrity and security; Commission and install new applications; Use monitoring and troubleshooting utilities to effectively diagnose problems."	Database Administrator
"Wells Fargo, Chandler, AZ Oct 15 to Till date Sr. Oracle DBA Wells Fargo & Company is an American multinational diversified financial services company with operations around the world. Worked as a Production Oracle DBA and worked on new project builds for critical applications. Responsibilities: 24/7 Supported critical OLTP Production databases on RAC and non-RAC environments. Experienced in supporting Oracle 11gR2 RAC and Oracle 12c RAC databases on AIX, SunOS 5.10, Linux servers and on Exadata machines. Installed and Configured 6 node 12c RAC with Data guard setup on Linux, Solaris servers. Upgraded Oracle 11g database to 12c databases. Worked on multitenant architecture by creating and maintaining container and pluggable databases. Installed, configured and maintained Oracle Golden gate 12c between oracle databases and upgraded databases from 11g to 12c with minimum or zero downtime. Experienced in converting a non-cdb database to cdb database, cloning pluggable databases, performing point-in-time recovery for a pluggable database. Experienced in 12c multitenant databases performance tuning. Successfully implemented physical standby database using Oracle Data guard and Active Data guard feature for High availability configuration in RAC environment. Experienced in implementing and managing Oracle Exadata Machine. Oracle Certified Exadata Implementation Specialist. Extensive experience of Oracle Exadata in various aspects of installing, configuring, monitoring, Storage cell software, InfiniBand switch software, ILOM firmware etc. Involved in creating templates and developing notification methods in OEM to support monitoring functionality for oracle databases and database/application servers. Responsible for tuning application including rewriting of SQL, partitioning of tables, analyzing jobs and scheduling them properly, etc. Performed troubleshooting of database using AWR, ASH and ADDM reports for better performance of in house or Vendor applications. Monitor and troubleshoot database issues with OEM grid control. Experience in writing autosys jils for Oracle jobs. Customized UNIX shell scripts to automate routine DBA tasks of taking backups, exports, space usage monitoring and others. Environment: Oracle 11gR2/12cR1, Solaris 11, RHEL 6.5, Dbartisan 9.7, AIX 7.1, Shell Scripting, RMAN, Data pump, OEM 12c Grid Control, Pac2000, Exadata."	Database Administrator
"Ensure Oracle systems uninterrupted availability; Be responsible for installation, tuning, optimizing and troubleshooting Oracle instances; Be responsible for SQL*Loader, Imports/ Exports, Backup and Recovery strategies monitoring and implementation; Lead server and PC configuration in reference to SQL*Net; Prepare SQL queries and reports."	Database Administrator
"Support the project manager in developing the projects schedule and assisting in project coordination; Work with developers to define the work breakdown structures for the technical activities associated with each project and provide accurate time-estimates for assigned tasks; Act as liaison between the project managers and the web developers; Act as a technical reference for the team by providing technical guidance; Design, develop and implement client-facing and internal web applications using HTML, DHTML, CSS, JavaScript, AJAX, jQuery and ASP.NET; Revise and update printed and online marketing materials under lead designer's guidance; Slice and optimize graphics for GUI development; Architecture analysis and documentation of the software specifications for web applications; Responsible for designing new application features and functionality; Define both functional and technical requirements to facilitate design, development, testing, implementation and ongoing support; Assist and support other team members on multiple projects; Provide support and enhancements to existing production applications in a timely and accurate manner; Play active role in defining and implementing best practices, standards and procedures, including quality and delivery methodologies; Ensure compliance with the documented software processes and procedures throughout the life cycle of software products; Ensure quality & reliability of code from the development team by conducting a smoke testing and code reviews; Propose and decide on technologies used; Ensure consistency of design elements and interactive behaviors within individual pages/ forms/ components and across entire projects; Train subordinates; Share knowledge and lessons learned with team members."	Technical Lead
"Laid out efficient project plan with of $1.6 million budget, involving 3rd party vendors such as implementation partners and banks, I have successfully created project schedule with a detailed WBS, assigning resources, tracking their progress, monitoring & controlling budgets and resource leveling in a dynamic work culture, without losing focus on the deliverables and regular project status reporting.  Conducted project kick-off meetings, defined project objectives and scope, tracked risks, assumptions and managed detailed project schedules using Microsoft Project  Developed and maintained productive working relationships with project owners, business functions, IT developers, vendors, and other project stakeholders  Conducted regular meetings, facilitated communications, ensured coordination, and cooperation among team members.  Planned and facilitated project review meetings to expedite requirements and resolution of project issues.  Guided the team on resource requirements, methodologies, tasks, dependencies, deliverables, risks, and other issues through the life of the project.  Established customer expectations of project scope, deliverables, procedures for project communications and dissemination of information for team members."	Manager
" Define the Application/Software setups & discuss its impact on Business functionality with in team.  Design and development of defined user story with high code coverage and by following DTCC/industry coding standard guideline.  Build Technical Designs for extensions required in implementation.  Coordinate with onsite coordinator and offshore development team on changes being made, impact & relative integration requirements."	Software Engineer
"Worked mainly on designing application modules, and coding in C#. Written procedure, triggers using Sql Server 2014. Code Development Review & Code analysis. Worked on creating and consuming Web API."	Software Engineer
Track Lead	Technical Lead
"Improve all aspects of the technical development cycle, including functional and technical product specifications, scrum story breakdown, testing and quality assurance, release and management and version control; Foster a results oriented, continuous improvement environment based on Agile principles; Assist US development teams with the creation of the best PM software on the market."	Manager
"Work with the development team to resolve bug-fixes and assist in relevant testing through various environments Conduct performance reviews and contribute to performance feedback for all levels of staff Monitor SQL server and database performance and proactively address potential performance issues Review, design, and develop data models in conjunction with application development teams Working knowledge of PowerShell and/or .NET Framework Provide solutions for database issues including capacity, redundancy, replication, and performance Assist in developing strategic technical/architectural plans for the SQL database and web applications infrastructure"	Database Administrator
"Lead efforts to define system and process requirements specific to user needs; Lead analysis and review existing system problems. Accept input from others and make recommendations for improvements; Oversee software integration and interface development; Streamline processes to maximize utility of existing IT resources; Help business operations utilize information systems to improve efficiency; Deploy new performance monitoring and alert services, focusing on security and protecting the companys and clients data; Analyze, report on, and make recommendations for the improvement and growth of the IT infrastructure and IT systems; Resolve all project issues including timeline, scope changes, software functionality and technology including managing project quality to ensure meeting business requirements."	Manager
"Develop future technological trends; Plan and analyze the work; Perform operational work; Provide technical support; Choose development environment, programming language and the necessary software; Recommend applied problems to junior developers, monitoring their implementation."	Technical Lead
"As a QA engineer with Linux skills you will be responsible for the installation testing, test script development and more QA related work. You will also work early in the development phase and your input is important for the development team."	Quality Assurance
Be responsible for business-modeling; Be responsible for project requirements analyzing; Be responsible for system architectural design; Develop technical and project documentations.	Architect
"We expect a successful candidate to be able to design and develop software products, create programs for heterogeneous environments (MS Windows, Unix), communicating by means of network protocols author and maintain internal and end-user documentation."	Software Engineer
Management of development teams. Software architecture development. Documentation writing. Working according to software requirements. Taking part in long-term and complex projects.	Technical Lead
"EXPERIENCE: ORACLE, India [January 2016 Present] Position: Product Manager Responsibilities:  As a product manager of Connect project, I was responsible for creating a cloud based integration platform for the Oracle s hospitality industry working with three widely distributed scrum teams.  Managed Product Delivery, implement Agile methodologies with 3 weekly sprints with high level of automation.  Helped define strategy and features for all aspects of Connect Application from Systems Architecture to User Experience.  Worked with business owners to understand objectives and key problems and transform these into product roadmaps, business and functional requirements, as well as technical specifications.  Worked with development and test teams designing technical solutions and overall technical architecture to translate ideas into shipping features."	Manager
"Supervise the development of sophisticated applications for financial clients; Understand the client requirements and design their implementation in the .NET platform; Organize and lead the collaboration of your team with the team of quantitative analysts; Serve as the liaison between your team and development teams in other company locations; Provide leadership and guidance to your team of software developers, ensure their continued professional growth; Organize and maintain quality controls to ensure the highest production standards; Manage the team growth and recruitment of new specialists."	Technical Lead
IT Lead	Technical Lead
"2. CSM Bakery(Hybris)  Sapient (Mar, 2016 Aug 2016) Customer : CSM Technology : Hybris 6.0 Summary : CSM is bakery products manufacturer and have their presence in NA and Europe. This project is about designing an E-commerce B2B site for CSM clients. CSM foresees PIM, CMS and E-commerce system all in one place to handle their business knowledge via online application. For this, B2B powertools accelerator is used as a base of this project. Responsibility Area s :  Understanding the requirements  Creating TDD o Manage Catalogue o Search o Classification System  Modelling o Product Model o Category Model o Classification Attributes Modelling  System clean-up activities  Google Analytics  Solr Query Filter  Solr Result Populator During UAT, being at client location below were my responsibilities:  Help onsite team to debug the issue  Help Client understand the implementation  Fix P1 issues reported after offshore work hours  Investigate P2 issues and communicate to the offshore team  Provide test data to client"	Software Engineer
"Develop databases using MySQL InnoDB tables; Develop Database Abstraction Layer using PHP mysqli extension; Read, understand and modify an existing code."	Architect
"Project Description(INSIGHT): INSIGHT Highway 1 is basically the application that manages the notices between United Utilities plc and the various highway authorities for the clean water and the water businesses. This application is specifically used to assist with controlling the cycle of events from the time when the decision to open the road arises, through to the time when all the works have been completed and proved satisfactory. Role / Responsibilities Team Lead Contribution: Business/End user interaction to enhance the application for better usability. Preparing roadmap for changes into the system. Code review and code management. Reviewing components that are to be delivered to the client. DR activity planning and execution."	Technical Lead
Software architecture development. Writing documentation. Working according to software requirements.	Architect
"Creating Test Plan and Test Cases for all kind of testing in Oman. Writing End to End Test cases for System Integration. Daily, Weekly and Monthly Status Reporting. Exit Reports at the end of each sprint Data Migration and Synchronization test for VIS. Automation using QTP of Regression and Migration test scenarios. Review Test Scenarios and Test Cases identified by the team. Involve in the Functional and Technical Analysis during database migration. Design and execute regression testing suites on impacted systems. Defect Triage during SIT."	Quality Assurance
"Client A MNC Financial firm Period Nov 2006 to till Date Description Client has complete HRMS, LMS and CRM suite of PeopleSoft applications. All applications have been updated recently and are on 9.1 & PT 8.5 version.  PS HR System supports 30,000 Employees, Financial Advisors and Contractor population.  PS HR 9.1 is the primary system for Payroll, Benefits (Employee and Retiree population), Incentive Awards, Recruitment, and other core HR functions.  PS HR interacts with other system via IB & interfaces. System supports almost 150 feeds.  Enterprise Learning Management is the primary learning management system in the client organization. It utilizes PeopleSoft LMS 9.1 application.  HR Helpdesk utilizes PeopleSoft CRM 9.1 application. Position: Project Architect"	Architect
Develop software according to requirements; Take part in gathering requirements; Take part in system architecture development; Participate in planning; Complete work according to deadlines; Take part in mentoring other developers professional skills	Architect
"Provided full-stack UX oversight to produce a robust mobile data collection solution. Researched and presented UX and UI design recommendations; leveraged CogTool, R, and Gephi to model user touch/click-path behavior. Field Mobile Usability Testing with Morae (Manager and Observer). Invited Speaker for World Information Architecture Day (WIAD 2016), Boise and Global Streamed event, hosted by Healthwise."	Manager
"Software quality assurance in accordance with developed requirements; Commitment to meeting deadline according to a plan; Keeping rules of team work on a project; Improving skills, learning new tools and testing technologies."	Quality Assurance
Analyze designs and develop architectures for software systems; Deliver optimized application architecture by translating business requirements into technical attributes; Understand business and technical goals and constraints; Articulate solution vision; Prepare alternative approaches and specify components and interfaces.	Architect
"Define quality and design requirements for entry and outgoing data, as well as other traits of reports presented by entities accountable to the FIU according to the Law on Anti-Money Laundering and Combating Terrorist Financing (herein AML/CFT); Input data into databases, maintain operation ability of centralized databases; Analyse technical eligibility of reported data and identify mismatches in reports; Maintain availability of needed data in analyzable format; Provide analyst with data needed in usable formats; Responsible for technical maintenance and development of data formats and databases, also on the basis of analysis of international experience conducted; Provide professional assistance and trainings to stakeholders in the field of AML/CFT respective to his/her proficiency field."	Database Administrator
"Learning new programming standards (XP), Creating databases for online systems."	Software Engineer
"Led the movement to change applications to be mobile friendly. Managed seven internal web applications through their respective software lifecycles. Developed large data reports of MLS and real estate agent data for executive level and middle management consumption. Implemented a new recruit relationship management application, with new workflow and MLS data integration."	Architect
"Managed comprehensive test plan creation, execution and certification of software to guarantee ?5% defect leakage to user community while also ensuring 100% requirements coverage. Development methodologies supported both Waterfall and Agile/Scrum. Provided process improvement recommendations generating year over year savings and/or cost avoidance of $.5M. Reduced cost of service every year by 10-15% via efficiencies and automation such as Quick Test Pro, Quality Center and Selenium (test automation tools). Assembled, generated & analyzed multitude of metrics/charts for peers & executives to assist with monitoring Software Development Life Cycle, code quality & test effectiveness. Presented status to VP & direct reports. Encouraged employee development through formal reviews and feedback sessions as well as defined training plans."	Manager
"Requirement analysis and helping out team members in estimating the enhancements. Code review of the enhancements. Helping out team members in resolving business incidents Regular interaction with clients current and future activities Demand & Capacity planning, Cost Review analysis and Forecasting Team management, task allocation, escalation handling, risk identification and mitigation Ensuring on-time delivery of development projects / enhancements"	Manager
Rendering technical assistance to Database Management Systems; Realization of SQL servers maintenance activities: back-up and replication; Participation in designing of software development projects.	Software Engineer
"Development of front-end view components i.e. slot machine reel with animation, interactive Control buttons, winning combination elements. Interaction with server and send the user s Interaction Data to server using http methods and Display the possible combinations of winning, money/chips validation which get return by the server response. Development of Separate Bonus-module/mini-game which loaded when users get Bonus."	Software Engineer
"ABC COMPANY, Sometown - 9/2004-Present Database Administrator Manage Oracle database administration assignments for diverse industry clients. Enhance database performance, perform restores, implement recovery procedures, handle performance tuning and conduct regular system backups. Ensure technical and functional designs meet business requirements. Key Projects: Served as DBA or project lead in the completion of 80+ medium to large-scale implementations, managing projects from business requirements analysis to solutions delivery and support. Managed a $1.2 million data-integration project for financial services firm that consolidated information from accounting applications, third-party market data and internal equities/fixed income applications. Contributed to furniture retailer's 15% revenue growth in 2007 by standardizing content from disparate databases, enabling sales and support staff to quickly respond to customer requests. Created Web-enabled, group-scheduling system for a large university, allowing students to view and print schedules for current and future semesters. Delivered solution on time, on spec and on budget. Innovated time-saving, robust employee data-intake system that automated database update functions, enabling new salary and process-exception information to be automatically populated. Developed and tested storage strategies and disaster-recovery plan for large manufacturing company's operational database, delivering solution that guaranteed recovery performance and high availability. Enhanced end users' understanding of database systems by conducting pre-implementation workshops, delivering group and individual training sessions and creating user-friendly training materials."	Database Administrator
Junior Developer	Software Engineer
"Design, develop, introduce and assist technical project staff to use the M&E database and M&E management information system. Design and modify software for project monitoring and evaluation, and associated statistical assessments to supporting intervention refinement, and reporting needs of the project; Work with the technical Monitoring and Evaluation Team and with project Component teams, to create efficient analytic systems and data collection and data management, implement and maintain quality control in data management and maintain and help use project databases as needed for projects decision-making; Work with project technical staff in the wider process of coordination and integration of information systems in/ with the primary healthcare level; Participate together with the wider Project IT staff-pool in the creation and maintenance of office network (intranet) and IT solutions in office, and interfacing with offices and partners in the field; Provide training to project staff, in use of database resources, software and methods; Perform other duties as assigned by the Chief of Party and/ or Team Leader."	Database Administrator
"Design and document custom software solutions which include database models, software architecture, process flow, and web navigation; Produce and maintain accurate documentation and code comments on all aspects of software architecture including functionality, logical view and processes, hardware and operating system environment, interface with other systems, etc.; Work with project leader to establish task schedule, subsystem definition, task milestones, technical goals, and estimated effort; Mentor the development teams through hands-on assistance as well as formal and informal training; Review and evaluate the architecture documentation, design and implementation of the software. Conduct and participate in peer code and documentation reviews."	Architect
"Working with US representatives (business representatives, as well as development team members), cooperating with customer representatives, fine-tuning requirements, development of design of system key components, management of remote development team in Russia."	Technical Lead
Manage the carrier interconnection; Analyze existing technical solutions. Create development strategies; Address technical issues; Integrate new systems; Be responsible for technical development planning.	Manager
"Responded to database problems and issues relating to applications and systems. Maintained system documentation relating to application architecture, assembling and technical platforms. Participated in learning of interfaces with systems for resolution of application problems. Suggested improvement processes for increasing efficiency of applications and current processes. Assisted in testing, upgrading and development of new and current database servers. Coordinated with external vendors for tracking of routine incidents and operational problems. Developed new architecture components in collaboration with storage administrative teams. Provided technical assistance on installation and maintenance of database software components and related upgrades."	Database Administrator
"WELLS FARGO, Iowa Job Title: Sr. Oracle Database Administrator Dec 2015 Present Wells Fargo & Company is an American international banking and financial services holding company headquartered in San Francisco, California, with ""hubquarters"" throughout the country. It is the world's second largest bank by market capitalization and the third largest bank in the U.S. by assets. Responsibilities: Upgraded database from 11.2.0.1 to 11.2.0.2 and then to 12.1.0.2. Worked on creating and supporting Multitenant (CDB and PDB) databases and apply the quarterly PSU patches and setup the database backups using RMAN. Migrated the 11g databases from HP-UX to AIX (7.1) using RMAN and upgraded the databases from 11g to 12c running on AIX (7.1) servers Applying patches for enhancement and fixing bugs using Opatch. Upgraded RAC databases from 11.2.0.3 to 11.2.0.4. Used ASMCA to create ASM diskgroups and add disks to ASM diskgroup. Used SRVCTL, CRSCTL utilities to monitor and manage the RAC services. Installed and maintained 2 node RAC with ASM and 11g database. Installation, creation of 11g, 12c databases for Testing, Development and Production. Supported RAC on Oracle 11g using Automatic Storage Management (ASM). Worked on Oracle backup and recovery strategy, designing and implementation using cold backup, hot backup and RMAN methodologies. Involved in day to day activities like user/table management, performance tuning, backup/recovery database replication for high availability etc. Customizing autoconfig templates according to the environment requirements. Successfully implemented physical standby database using Oracle Data Guard feature for High availability configuration"	Database Administrator
"Be responsible for office ATC installation and administration; If necessary, be responsible for computer and data communications equipment selection and purchase coordination; Establish and develop relations with mobile, fax and internet communication, service providers."	Manager
"Be responsible for planning, preparing, reporting of test processes as well as organizing the process of test automation; Lead and direct the work of others, if necessary; Be responsible for installation tests of applications, automated framework development for white-box analysis of sources and configuration management; Participate in development of new test tools or enhancement of already existing ones; Control the test activities; Report to the QA Manager."	Quality Assurance
Work as a part of international project teams for leading IT companies; Code in accordance with defined standards; Mentor team members as required; Perform unit and system integration tests; Business trips to Europe and the US possible.	Technical Lead
