Description,Label
" Provide technical leadership and drive the architecture and design solution to to meet business needs;  Ability to look at the ""big picture"" and a forward looking attitude with vision to develop new, innovative products using new and evolving technologies;  Prototype new product concepts;  Lead the engineering team on the continuous improvement of software infrastructure;  Give presentations to technical and non-technical audiences and articulate complex technical requirements and designs.",Architect
"Project plans and phase wise specific estimates to reengineer, redesign of Business operations, screens, reports, jobs/batch processes and database to develop system to overcome their legacy system drawbacks. Dealt with business team to collect requirements. Developed solution design and Instrumental in streamlining the development process, enforcing coding standards, monitoring code quality / coverage through automated processes and automating build / deployment process. Handled Peer-reviews, validation of the technical architecture/specifications, SQA project audits & all CMP defined quality processes & documentations.",Architect
"As a senior QA engineer you are responsible for whole testing projects. It includes tasks such as writing test plan, performing tests, writing reports",Quality Assurance
"Responsible for design, development, application and maintainance of test systems.",Quality Assurance
" Supervise the development of sophisticated applications for financial clients;  Understand the client requirements and design their implementation in the .NET platform;  Organize and lead the collaboration of your team with the team of quantitative analysts;  Serve as the liaison between your team and development teams in other company locations;  Provide leadership and guidance to your team of software developers, ensure their continued professional growth;  Organize and maintain quality controls to ensure the highest production standards;  Manage the team growth and recruitment of new specialists.",Technical Lead
 Perform daily IT operations;  Administrate local network;  Work with database;  Make reports related to the daily sales.,Manager
" Improve all aspects of the technical development cycle, including functional and technical product specifications, scrum story breakdown, testing and quality assurance, release and management and version control;  Foster a results oriented, continuous improvement environment based on Agile principles;  Assist US development teams with the creation of the best PM software on the market.",Manager
"Responsible for end to end solution alignment and meet the target state of the bank. Participated in vendor selection RFP for Payment Engine for client. Responsible for estimation and proposal writing for the project. Responsible Project Planning, Risk Management, Quality Assurance, Integration between different project areas. Technical alignment and solution with all the impacted system and other product system s. Accountable for Managing budget, schedule and end to end delivery of the project. Accountable for stakeholder management and managing escalations. Accountable for regular status reporting to various levels both to internal and client stakeholder s. Accountable to adhere PMO and CMMI Level 5 standard and guidelines. Active participation in finalizing architectural solution and assisting technical team to align with solution.",Manager
 Software development  Act as a mentor within the team  Code review within the group,Software Engineer
" Manage and develop detailed project plans and schedules for software development: allocate resources accordingly;  Manage team members responsible for implementing the software system and architecture. Drive their task lists;  Present development goals and updated progress reports;  Work with Technical Support and Quality Assurance to record and report issues from the field, understand project perspectives, gather enhancement requests, and understand and solve implementation issues;  Maintain and recommend software development tools and processes. Evaluate tools requested by developers, seek improvements in processes, recommend tools based on industry standards and accepted methodologies.",Manager
"Work with the development team to resolve bug-fixes and assist in relevant testing through various environments Conduct performance reviews and contribute to performance feedback for all levels of staff Monitor SQL server and database performance and proactively address potential performance issues Review, design, and develop data models in conjunction with application development teams Working knowledge of PowerShell and/or .NET Framework Provide solutions for database issues including capacity, redundancy, replication, and performance Assist in developing strategic technical/architectural plans for the SQL database and web applications infrastructure",Database Administrator
 IC design software quality assurance (SQA);  Software quality testing with some guidance from senior level managers and other engineers.,Quality Assurance
" Deploy, develop and maintain the websites for management and exchange of product informations  Programming in HTML and using PHP scripts/programs with MySQL  Maintaining security of the sites, developing and implementing an access control system enforcing different levels of access.",Software Engineer
" Design test cases;  Perform manual and automated testing;  Design and develop automated test scripts;  Perform GUI, functionality, performance, load, compatibility and usability tests;  Identify, reproduce and report bugs;  Verify fixed defects and perform regression tests to ensure the quality of software releases.",Quality Assurance
"Development of custom components in HTML5/Javascript using OpenUI5( JS Library) for both Desktop and mobile Development of custom components using Flex3/Flex4 Adding new features to the existing components as per the requirement of the SAS solutions Bug fixes in the components developed in SAS Supporting various components like Wizard, combobox, colorpicker, Code editor, text viewer, panel, tab bar, windowshade, textInputTypeAheadetc Unit testing of the developed components Research work on emulators, code coverage tools, debugging in mobile devices for javascript Conducting knowledge sharing sessions on new technologies/practices learned Log defects on various SAS components Taking part in the design draft discussion for various components",Software Engineer
"Architecture and design of service oriented multi-tier application Designing business layer using domain driven design and onion architecture Design and Implementation of calculation engine framework, libraries, factories and calculators Design and Implementation of different UI modules, WCF web services and RWA calculator SSO Authentication and authorization implementation, cache implementation Infrastructure setup, deployment and load balancer configurations Preparing architecture specification, rich domain and technical design documents Code reviews of other team members and Performance tuning activities",Architect
" Software quality assurance in accordance with developed requirements;  Commitment to meeting deadline according to a plan;  Keeping rules of team work on a project;  Improving skills, learning new tools and testing technologies.",Quality Assurance
